month_start,period,entity,region,forecast_revenue,forecast_gross_profit,forecast_total_opex,forecast_ebitda,assumed_revenue_growth,assumed_gp_growth,assumed_opex_growth,forecast_version
2026-08-01,2026-08,UK,West,4139640.82,2761069.75,487318.95,2273750.8,0.0395,0.0413,0.0042,Pricing Uplift
2026-09-01,2026-09,UK,West,4303049.4,2875234.12,489341.64,2385892.48,0.0395,0.0413,0.0042,Pricing Uplift
2026-10-01,2026-10,UK,West,4472908.38,2994118.94,491372.74,2502746.2,0.0395,0.0413,0.0042,Pricing Uplift
2026-11-01,2026-11,UK,West,4649472.39,3117919.4,493412.26,2624507.14,0.0395,0.0413,0.0042,Pricing Uplift
2026-12-01,2026-12,UK,West,4833006.11,3246838.74,495460.25,2751378.49,0.0395,0.0413,0.0042,Pricing Uplift
2026-01-01,2026-01,USA,Central,4303267.28,2825721.94,659757.49,2165964.45,0.0179,0.0176,0.0036,Pricing Uplift
2026-02-01,2026-02,USA,Central,4380371.61,2875365.78,662113.28,2213252.5,0.0179,0.0176,0.0036,Pricing Uplift
2026-03-01,2026-03,USA,Central,4458857.48,2925881.78,664477.47,2261404.31,0.0179,0.0176,0.0036,Pricing Uplift
2026-04-01,2026-04,USA,Central,4538749.62,2977285.27,666850.11,2310435.16,0.0179,0.0176,0.0036,Pricing Uplift
2026-05-01,2026-05,USA,Central,4620073.24,3029591.85,669231.22,2360360.63,0.0179,0.0176,0.0036,Pricing Uplift
2026-06-01,2026-06,USA,Central,4702853.99,3082817.38,671620.83,2411196.55,0.0179,0.0176,0.0036,Pricing Uplift
2026-07-01,2026-07,USA,Central,4787117.97,3136978.0,674018.98,2462959.02,0.0179,0.0176,0.0036,Pricing Uplift
2026-08-01,2026-08,USA,Central,4872891.76,3192090.15,676425.68,2515664.47,0.0179,0.0176,0.0036,Pricing Uplift
2026-09-01,2026-09,USA,Central,4960202.42,3248170.54,678840.98,2569329.56,0.0179,0.0176,0.0036,Pricing Uplift
2026-10-01,2026-10,USA,Central,5049077.48,3305236.17,681264.91,2623971.26,0.0179,0.0176,0.0036,Pricing Uplift
2026-11-01,2026-11,USA,Central,5139544.96,3363304.38,683697.49,2679606.89,0.0179,0.0176,0.0036,Pricing Uplift
2026-12-01,2026-12,USA,Central,5231633.41,3422392.75,686138.76,2736253.99,0.0179,0.0176,0.0036,Pricing Uplift
2026-01-01,2026-01,USA,East,4142994.66,2711816.23,629251.38,2082564.85,0.0265,0.0255,0.0096,Pricing Uplift
2026-02-01,2026-02,USA,East,4252855.2,2781059.64,635308.81,2145750.83,0.0265,0.0255,0.0096,Pricing Uplift
2026-03-01,2026-03,USA,East,4365628.96,2852071.12,641424.55,2210646.57,0.0265,0.0255,0.0096,Pricing Uplift
2026-04-01,2026-04,USA,East,4481393.13,2924895.81,647599.16,2277296.65,0.0265,0.0255,0.0096,Pricing Uplift
2026-05-01,2026-05,USA,East,4600227.07,2999580.0,653833.21,2345746.79,0.0265,0.0255,0.0096,Pricing Uplift
2026-06-01,2026-06,USA,East,4722212.13,3076171.16,660127.28,2416043.88,0.0265,0.0255,0.0096,Pricing Uplift
2026-07-01,2026-07,USA,East,4847431.9,3154718.01,666481.93,2488236.08,0.0265,0.0255,0.0096,Pricing Uplift
2026-08-01,2026-08,USA,East,4975972.14,3235270.48,672897.75,2562372.73,0.0265,0.0255,0.0096,Pricing Uplift
2026-09-01,2026-09,USA,East,5107920.92,3317879.75,679375.34,2638504.41,0.0265,0.0255,0.0096,Pricing Uplift
2026-10-01,2026-10,USA,East,5243368.59,3402598.38,685915.28,2716683.1,0.0265,0.0255,0.0096,Pricing Uplift
2026-11-01,2026-11,USA,East,5382407.96,3489480.21,692518.18,2796962.03,0.0265,0.0255,0.0096,Pricing Uplift
2026-12-01,2026-12,USA,East,5525134.26,3578580.47,699184.64,2879395.83,0.0265,0.0255,0.0096,Pricing Uplift
2026-01-01,2026-01,USA,International,3618042.53,2362138.28,518287.42,1843850.86,0.0439,0.0452,0.0044,Pricing Uplift
2026-02-01,2026-02,USA,International,3776974.18,2468865.06,520564.14,1948300.92,0.0439,0.0452,0.0044,Pricing Uplift
2026-03-01,2026-03,USA,International,3942887.28,2580413.98,522850.87,2057563.11,0.0439,0.0452,0.0044,Pricing Uplift
2026-04-01,2026-04,USA,International,4116088.55,2697002.93,525147.64,2171855.29,0.0439,0.0452,0.0044,Pricing Uplift
2026-05-01,2026-05,USA,International,4296898.11,2818859.65,527454.51,2291405.14,0.0439,0.0452,0.0044,Pricing Uplift
2026-06-01,2026-06,USA,International,4485650.19,2946222.12,529771.5,2416450.62,0.0439,0.0452,0.0044,Pricing Uplift
2026-07-01,2026-07,USA,International,4682693.68,3079339.13,532098.67,2547240.46,0.0439,0.0452,0.0044,Pricing Uplift
2026-08-01,2026-08,USA,International,4888392.8,3218470.66,534436.07,2684034.59,0.0439,0.0452,0.0044,Pricing Uplift
2026-09-01,2026-09,USA,International,5103127.78,3363888.47,536783.73,2827104.74,0.0439,0.0452,0.0044,Pricing Uplift
2026-10-01,2026-10,USA,International,5327295.52,3515876.58,539141.71,2976734.87,0.0439,0.0452,0.0044,Pricing Uplift
2026-11-01,2026-11,USA,International,5561310.41,3674731.87,541510.04,3133221.83,0.0439,0.0452,0.0044,Pricing Uplift
2026-12-01,2026-12,USA,International,5805604.99,3840764.59,543888.78,3296875.81,0.0439,0.0452,0.0044,Pricing Uplift
2026-01-01,2026-01,USA,West,4987464.49,3269962.8,718149.45,2551813.35,0.0284,0.0272,-0.0039,Pricing Uplift
2026-02-01,2026-02,USA,West,5128863.71,3358756.38,715372.61,2643383.77,0.0284,0.0272,-0.0039,Pricing Uplift
2026-03-01,2026-03,USA,West,5274271.74,3449961.09,712606.51,2737354.58,0.0284,0.0272,-0.0039,Pricing Uplift
2026-04-01,2026-04,USA,West,5423802.21,3543642.4,709851.11,2833791.29,0.0284,0.0272,-0.0039,Pricing Uplift
2026-05-01,2026-05,USA,West,5577572.01,3639867.57,707106.36,2932761.21,0.0284,0.0272,-0.0039,Pricing Uplift
2026-06-01,2026-06,USA,West,5735701.33,3738705.65,704372.23,3034333.42,0.0284,0.0272,-0.0039,Pricing Uplift
2026-07-01,2026-07,USA,West,5898313.75,3840227.62,701648.66,3138578.96,0.0284,0.0272,-0.0039,Pricing Uplift
2026-08-01,2026-08,USA,West,6065536.39,3944506.36,698935.63,3245570.73,0.0284,0.0272,-0.0039,Pricing Uplift
2026-09-01,2026-09,USA,West,6237499.95,4051616.71,696233.09,3355383.62,0.0284,0.0272,-0.0039,Pricing Uplift
2026-10-01,2026-10,USA,West,6414338.84,4161635.55,693541.0,3468094.55,0.0284,0.0272,-0.0039,Pricing Uplift
2026-11-01,2026-11,USA,West,6596191.26,4274641.9,690859.31,3583782.59,0.0284,0.0272,-0.0039,Pricing Uplift
2026-12-01,2026-12,USA,West,6783199.38,4390716.85,688188.0,3702528.85,0.0284,0.0272,-0.0039,Pricing Uplift
2026-01-01,2026-01,Canada,Central,2821367.06,1719996.89,483130.94,1236865.95,0.0363,0.0344,0.0022,Demand Shock
2026-02-01,2026-02,Canada,Central,2923704.18,1779131.36,484212.18,1294919.18,0.0363,0.0344,0.0022,Demand Shock
2026-03-01,2026-03,Canada,Central,3029753.3,1840298.92,485295.83,1355003.09,0.0363,0.0344,0.0022,Demand Shock
2026-04-01,2026-04,Canada,Central,3139649.03,1903569.46,486381.9,1417187.56,0.0363,0.0344,0.0022,Demand Shock
2026-05-01,2026-05,Canada,Central,3253530.93,1969015.27,487470.4,1481544.87,0.0363,0.0344,0.0022,Demand Shock
2026-06-01,2026-06,Canada,Central,3371543.57,2036711.15,488561.34,1548149.81,0.0363,0.0344,0.0022,Demand Shock
2026-07-01,2026-07,Canada,Central,3493836.79,2106734.45,489654.73,1617079.72,0.0363,0.0344,0.0022,Demand Shock
2026-08-01,2026-08,Canada,Central,3620565.85,2179165.19,490750.56,1688414.63,0.0363,0.0344,0.0022,Demand Shock
2026-09-01,2026-09,Canada,Central,3751891.64,2254086.14,491848.83,1762237.31,0.0363,0.0344,0.0022,Demand Shock
2026-10-01,2026-10,Canada,Central,3887980.91,2331582.92,492949.57,1838633.35,0.0363,0.0344,0.0022,Demand Shock
2026-11-01,2026-11,Canada,Central,4029006.44,2411744.09,494052.77,1917691.32,0.0363,0.0344,0.0022,Demand Shock
2026-12-01,2026-12,Canada,Central,4175147.26,2494661.23,495158.45,1999502.78,0.0363,0.0344,0.0022,Demand Shock
2026-01-01,2026-01,Canada,East,2589273.77,1581980.04,470579.06,1111400.98,0.027,0.0281,0.0155,Demand Shock
2026-02-01,2026-02,Canada,East,2659093.97,1626393.7,477857.84,1148535.86,0.027,0.0281,0.0155,Demand Shock
2026-03-01,2026-03,Canada,East,2730796.89,1672054.28,485249.2,1186805.08,0.027,0.0281,0.0155,Demand Shock
2026-04-01,2026-04,Canada,East,2804433.28,1718996.76,492754.89,1226241.87,0.027,0.0281,0.0155,Demand Shock
2026-05-01,2026-05,Canada,East,2880055.3,1767257.14,500376.68,1266880.46,0.027,0.0281,0.0155,Demand Shock
2026-06-01,2026-06,Canada,East,2957716.48,1816872.41,508116.37,1308756.04,0.027,0.0281,0.0155,Demand Shock
2026-07-01,2026-07,Canada,East,3037471.8,1867880.62,515975.76,1351904.86,0.027,0.0281,0.0155,Demand Shock
2026-08-01,2026-08,Canada,East,3119377.73,1920320.88,523956.72,1396364.16,0.027,0.0281,0.0155,Demand Shock
2026-09-01,2026-09,Canada,East,3203492.28,1974233.37,532061.13,1442172.24,0.027,0.0281,0.0155,Demand Shock
2026-10-01,2026-10,Canada,East,3289874.98,2029659.45,540290.89,1489368.56,0.027,0.0281,0.0155,Demand Shock
2026-11-01,2026-11,Canada,East,3378587.02,2086641.6,548647.96,1537993.64,0.027,0.0281,0.0155,Demand Shock
2026-12-01,2026-12,Canada,East,3469691.19,2145223.51,557134.28,1588089.23,0.027,0.0281,0.0155,Demand Shock
2026-01-01,2026-01,Canada,International,2200966.04,1361055.8,398800.12,962255.68,0.0318,0.0346,0.0051,Demand Shock
2026-02-01,2026-02,Canada,International,2270923.03,1408095.7,400847.42,1007248.28,0.0318,0.0346,0.0051,Demand Shock
2026-03-01,2026-03,Canada,International,2343103.58,1456761.36,402905.22,1053856.14,0.0318,0.0346,0.0051,Demand Shock
2026-04-01,2026-04,Canada,International,2417578.36,1507108.98,404973.59,1102135.39,0.0318,0.0346,0.0051,Demand Shock
2026-05-01,2026-05,Canada,International,2494420.31,1559196.67,407052.57,1152144.1,0.0318,0.0346,0.0051,Demand Shock
2026-06-01,2026-06,Canada,International,2573704.65,1613084.58,409142.23,1203942.35,0.0318,0.0346,0.0051,Demand Shock
2026-07-01,2026-07,Canada,International,2655509.01,1668834.94,411242.62,1257592.32,0.0318,0.0346,0.0051,Demand Shock
2026-08-01,2026-08,Canada,International,2739913.51,1726512.09,413353.79,1313158.3,0.0318,0.0346,0.0051,Demand Shock
2026-09-01,2026-09,Canada,International,2827000.76,1786182.65,415475.79,1370706.86,0.0318,0.0346,0.0051,Demand Shock
2026-10-01,2026-10,Canada,International,2916856.06,1847915.5,417608.7,1430306.8,0.0318,0.0346,0.0051,Demand Shock
2026-11-01,2026-11,Canada,International,3009567.38,1911781.92,419752.55,1492029.37,0.0318,0.0346,0.0051,Demand Shock
2026-12-01,2026-12,Canada,International,3105225.51,1977855.65,421907.4,1555948.25,0.0318,0.0346,0.0051,Demand Shock
2026-01-01,2026-01,Canada,West,3180969.25,1911461.63,560694.56,1350767.07,0.0296,0.0276,0.0006,Demand Shock
2026-02-01,2026-02,Canada,West,3274969.89,1964305.03,561007.46,1403297.57,0.0296,0.0276,0.0006,Demand Shock
2026-03-01,2026-03,Canada,West,3371748.33,2018609.33,561320.53,1457288.8,0.0296,0.0276,0.0006,Demand Shock
2026-04-01,2026-04,Canada,West,3471386.66,2074414.89,561633.78,1512781.11,0.0296,0.0276,0.0006,Demand Shock
2026-05-01,2026-05,Canada,West,3573969.4,2131763.24,561947.2,1569816.04,0.0296,0.0276,0.0006,Demand Shock
2026-06-01,2026-06,Canada,West,3679583.56,2190697.01,562260.8,1628436.21,0.0296,0.0276,0.0006,Demand Shock
2026-07-01,2026-07,Canada,West,3788318.72,2251260.03,562574.58,1688685.45,0.0296,0.0276,0.0006,Demand Shock
2026-08-01,2026-08,Canada,West,3900267.1,2313497.35,562888.52,1750608.83,0.0296,0.0276,0.0006,Demand Shock
2026-09-01,2026-09,Canada,West,4015523.66,2377455.26,563202.65,1814252.61,0.0296,0.0276,0.0006,Demand Shock
2026-10-01,2026-10,Canada,West,4134186.16,2443181.32,563516.95,1879664.37,0.0296,0.0276,0.0006,Demand Shock
2026-11-01,2026-11,Canada,West,4256355.26,2510724.41,563831.42,1946892.99,0.0296,0.0276,0.0006,Demand Shock
2026-12-01,2026-12,Canada,West,4382134.56,2580134.76,564146.07,2015988.69,0.0296,0.0276,0.0006,Demand Shock
2026-01-01,2026-01,UK,Central,2418200.75,1469228.17,415664.35,1053563.82,0.0458,0.0464,0.005,Demand Shock
2026-02-01,2026-02,UK,Central,2528837.88,1537333.91,417752.5,1119581.41,0.0458,0.0464,0.005,Demand Shock
2026-03-01,2026-03,UK,Central,2644536.87,1608596.68,419851.14,1188745.54,0.0458,0.0464,0.005,Demand Shock
2026-04-01,2026-04,UK,Central,2765529.31,1683162.81,421960.34,1261202.47,0.0458,0.0464,0.005,Demand Shock
2026-05-01,2026-05,UK,Central,2892057.36,1761185.45,424080.11,1337105.34,0.0458,0.0464,0.005,Demand Shock
2026-06-01,2026-06,UK,Central,3024374.31,1842824.8,426210.55,1416614.25,0.0458,0.0464,0.005,Demand Shock
2026-07-01,2026-07,UK,Central,3162745.0,1928248.54,428351.68,1499896.86,0.0458,0.0464,0.005,Demand Shock
2026-08-01,2026-08,UK,Central,3307446.4,2017632.06,430503.56,1587128.5,0.0458,0.0464,0.005,Demand Shock
2026-09-01,2026-09,UK,Central,3458768.17,2111158.93,432666.26,1678492.67,0.0458,0.0464,0.005,Demand Shock
2026-10-01,2026-10,UK,Central,3617013.18,2209021.23,434839.82,1774181.41,0.0458,0.0464,0.005,Demand Shock
2026-11-01,2026-11,UK,Central,3782498.18,2311419.92,437024.31,1874395.61,0.0458,0.0464,0.005,Demand Shock
2026-12-01,2026-12,UK,Central,3955554.44,2418565.26,439219.77,1979345.49,0.0458,0.0464,0.005,Demand Shock
2026-01-01,2026-01,UK,East,2468896.23,1478868.36,398773.32,1080095.04,0.0504,0.0477,0.0119,Demand Shock
2026-02-01,2026-02,UK,East,2593394.14,1549482.85,403504.35,1145978.5,0.0504,0.0477,0.0119,Demand Shock
2026-03-01,2026-03,UK,East,2724170.07,1623469.1,408291.51,1215177.59,0.0504,0.0477,0.0119,Demand Shock
2026-04-01,2026-04,UK,East,2861540.56,1700988.13,413135.46,1287852.67,0.0504,0.0477,0.0119,Demand Shock
2026-05-01,2026-05,UK,East,3005838.18,1782208.61,418036.89,1364171.72,0.0504,0.0477,0.0119,Demand Shock
2026-06-01,2026-06,UK,East,3157412.23,1867307.29,422996.46,1444310.83,0.0504,0.0477,0.0119,Demand Shock
2026-07-01,2026-07,UK,East,3316629.64,1956469.35,428014.87,1528454.48,0.0504,0.0477,0.0119,Demand Shock
2026-08-01,2026-08,UK,East,3483875.82,2049888.8,433092.83,1616795.97,0.0504,0.0477,0.0119,Demand Shock
2026-09-01,2026-09,UK,East,3659555.66,2147768.94,438231.02,1709537.92,0.0504,0.0477,0.0119,Demand Shock
2026-10-01,2026-10,UK,East,3844094.43,2250322.76,443430.18,1806892.58,0.0504,0.0477,0.0119,Demand Shock
2026-11-01,2026-11,UK,East,4037938.84,2357773.43,448691.02,1909082.41,0.0504,0.0477,0.0119,Demand Shock
2026-12-01,2026-12,UK,East,4241558.16,2470354.75,454014.27,2016340.48,0.0504,0.0477,0.0119,Demand Shock
2026-01-01,2026-01,UK,International,1931875.94,1174032.72,340111.76,833920.96,0.0323,0.0326,0.0139,Demand Shock
2026-02-01,2026-02,UK,International,1994241.79,1212362.98,344855.41,867507.57,0.0323,0.0326,0.0139,Demand Shock
2026-03-01,2026-03,UK,International,2058620.96,1251944.64,349665.22,902279.42,0.0323,0.0326,0.0139,Demand Shock
2026-04-01,2026-04,UK,International,2125078.45,1292818.58,354542.12,938276.46,0.0323,0.0326,0.0139,Demand Shock
2026-05-01,2026-05,UK,International,2193681.37,1335026.99,359487.03,975539.96,0.0323,0.0326,0.0139,Demand Shock
2026-06-01,2026-06,UK,International,2264498.96,1378613.44,364500.9,1014112.54,0.0323,0.0326,0.0139,Demand Shock
2026-07-01,2026-07,UK,International,2337602.71,1423622.91,369584.71,1054038.2,0.0323,0.0326,0.0139,Demand Shock
2026-08-01,2026-08,UK,International,2413066.45,1470101.87,374739.43,1095362.44,0.0323,0.0326,0.0139,Demand Shock
2026-09-01,2026-09,UK,International,2490966.33,1518098.29,379966.04,1138132.25,0.0323,0.0326,0.0139,Demand Shock
2026-10-01,2026-10,UK,International,2571381.04,1567661.72,385265.55,1182396.17,0.0323,0.0326,0.0139,Demand Shock
2026-11-01,2026-11,UK,International,2654391.73,1618843.3,390638.96,1228204.34,0.0323,0.0326,0.0139,Demand Shock
2026-12-01,2026-12,UK,International,2740082.21,1671695.88,396087.33,1275608.55,0.0323,0.0326,0.0139,Demand Shock
2026-01-01,2026-01,UK,West,2731971.32,1671172.21,478126.17,1193046.04,0.0395,0.0413,0.0042,Demand Shock
2026-02-01,2026-02,UK,West,2839813.42,1740271.63,480110.71,1260160.92,0.0395,0.0413,0.0042,Demand Shock
2026-03-01,2026-03,UK,West,2951912.48,1812228.16,482103.49,1330124.67,0.0395,0.0413,0.0042,Demand Shock
2026-04-01,2026-04,UK,West,3068436.56,1887159.95,484104.54,1403055.41,0.0395,0.0413,0.0042,Demand Shock
2026-05-01,2026-05,UK,West,3189560.31,1965190.0,486113.9,1479076.1,0.0395,0.0413,0.0042,Demand Shock
2026-06-01,2026-06,UK,West,3315465.32,2046446.44,488131.59,1558314.85,0.0395,0.0413,0.0042,Demand Shock
2026-07-01,2026-07,UK,West,3446340.31,2131062.65,490157.66,1640904.99,0.0395,0.0413,0.0042,Demand Shock
2026-08-01,2026-08,UK,West,3582381.48,2219177.56,492192.14,1726985.42,0.0395,0.0413,0.0042,Demand Shock
2026-09-01,2026-09,UK,West,3723792.75,2310935.83,494235.06,1816700.77,0.0395,0.0413,0.0042,Demand Shock
2026-10-01,2026-10,UK,West,3870786.1,2406488.12,496286.47,1910201.65,0.0395,0.0413,0.0042,Demand Shock
2026-11-01,2026-11,UK,West,4023581.88,2505991.29,498346.38,2007644.91,0.0395,0.0413,0.0042,Demand Shock
2026-12-01,2026-12,UK,West,4182409.13,2609608.71,500414.85,2109193.86,0.0395,0.0413,0.0042,Demand Shock
2026-01-01,2026-01,USA,Central,3723981.3,2271141.0,666355.06,1604785.94,0.0179,0.0176,0.0036,Demand Shock
2026-02-01,2026-02,USA,Central,3790706.2,2311041.66,668734.41,1642307.25,0.0179,0.0176,0.0036,Demand Shock
2026-03-01,2026-03,USA,Central,3858626.66,2351643.3,671122.24,1680521.06,0.0179,0.0176,0.0036,Demand Shock
2026-04-01,2026-04,USA,Central,3927764.1,2392958.26,673518.61,1719439.65,0.0179,0.0176,0.0036,Demand Shock
2026-05-01,2026-05,USA,Central,3998140.31,2434999.06,675923.53,1759075.53,0.0179,0.0176,0.0036,Demand Shock
2026-06-01,2026-06,USA,Central,4069777.49,2477778.46,678337.04,1799441.42,0.0179,0.0176,0.0036,Demand Shock
2026-07-01,2026-07,USA,Central,4142698.24,2521309.42,680759.17,1840550.25,0.0179,0.0176,0.0036,Demand Shock
2026-08-01,2026-08,USA,Central,4216925.56,2565605.17,683189.94,1882415.23,0.0179,0.0176,0.0036,Demand Shock
2026-09-01,2026-09,USA,Central,4292482.86,2610679.12,685629.39,1925049.73,0.0179,0.0176,0.0036,Demand Shock
2026-10-01,2026-10,USA,Central,4369393.97,2656544.96,688077.56,1968467.4,0.0179,0.0176,0.0036,Demand Shock
2026-11-01,2026-11,USA,Central,4447683.14,2703216.6,690534.46,2012682.14,0.0179,0.0176,0.0036,Demand Shock
2026-12-01,2026-12,USA,Central,4527375.07,2750708.19,693000.15,2057708.04,0.0179,0.0176,0.0036,Demand Shock
2026-01-01,2026-01,USA,East,3585283.84,2179590.61,635543.89,1544046.72,0.0265,0.0255,0.0096,Demand Shock
2026-02-01,2026-02,USA,East,3680355.47,2235244.2,641661.9,1593582.3,0.0265,0.0255,0.0096,Demand Shock
2026-03-01,2026-03,USA,East,3777948.14,2292318.85,647838.8,1644480.05,0.0265,0.0255,0.0096,Demand Shock
2026-04-01,2026-04,USA,East,3878128.67,2350850.84,654075.15,1696775.69,0.0265,0.0255,0.0096,Demand Shock
2026-05-01,2026-05,USA,East,3980965.73,2410877.38,660371.54,1750505.84,0.0265,0.0255,0.0096,Demand Shock
2026-06-01,2026-06,USA,East,4086529.73,2472436.64,666728.55,1805708.09,0.0265,0.0255,0.0096,Demand Shock
2026-07-01,2026-07,USA,East,4194892.99,2535567.75,673146.75,1862421.0,0.0265,0.0255,0.0096,Demand Shock
2026-08-01,2026-08,USA,East,4306129.74,2600310.85,679626.73,1920684.12,0.0265,0.0255,0.0096,Demand Shock
2026-09-01,2026-09,USA,East,4420316.18,2666707.09,686169.09,1980538.0,0.0265,0.0255,0.0096,Demand Shock
2026-10-01,2026-10,USA,East,4537530.51,2734798.7,692774.43,2042024.27,0.0265,0.0255,0.0096,Demand Shock
2026-11-01,2026-11,USA,East,4657853.04,2804628.96,699443.36,2105185.6,0.0265,0.0255,0.0096,Demand Shock
2026-12-01,2026-12,USA,East,4781366.19,2876242.25,706176.49,2170065.76,0.0265,0.0255,0.0096,Demand Shock
2026-01-01,2026-01,USA,International,3130998.34,1898541.05,523470.29,1375070.76,0.0439,0.0452,0.0044,Demand Shock
2026-02-01,2026-02,USA,International,3268535.35,1984321.45,525769.78,1458551.67,0.0439,0.0452,0.0044,Demand Shock
2026-03-01,2026-03,USA,International,3412113.99,2073977.59,528079.38,1545898.21,0.0439,0.0452,0.0044,Demand Shock
2026-04-01,2026-04,USA,International,3561999.7,2167684.6,530399.12,1637285.48,0.0439,0.0452,0.0044,Demand Shock
2026-05-01,2026-05,USA,International,3718469.52,2265625.51,532729.06,1732896.45,0.0439,0.0452,0.0044,Demand Shock
2026-06-01,2026-06,USA,International,3881812.66,2367991.61,535069.22,1832922.39,0.0439,0.0452,0.0044,Demand Shock
2026-07-01,2026-07,USA,International,4052331.07,2474982.85,537419.66,1937563.19,0.0439,0.0452,0.0044,Demand Shock
2026-08-01,2026-08,USA,International,4230339.92,2586808.19,539780.43,2047027.76,0.0439,0.0452,0.0044,Demand Shock
2026-09-01,2026-09,USA,International,4416168.27,2703686.06,542151.57,2161534.49,0.0439,0.0452,0.0044,Demand Shock
2026-10-01,2026-10,USA,International,4610159.59,2825844.73,544533.13,2281311.6,0.0439,0.0452,0.0044,Demand Shock
2026-11-01,2026-11,USA,International,4812672.47,2953522.81,546925.14,2406597.67,0.0439,0.0452,0.0044,Demand Shock
2026-12-01,2026-12,USA,International,5024081.24,3086969.67,549327.67,2537642.0,0.0439,0.0452,0.0044,Demand Shock
2026-01-01,2026-01,USA,West,4316075.04,2628194.4,725330.94,1902863.46,0.0284,0.0272,-0.0039,Demand Shock
2026-02-01,2026-02,USA,West,4438439.75,2699561.2,722526.34,1977034.86,0.0284,0.0272,-0.0039,Demand Shock
2026-03-01,2026-03,USA,West,4564273.62,2772865.92,719732.58,2053133.34,0.0284,0.0272,-0.0039,Demand Shock
2026-04-01,2026-04,USA,West,4693674.99,2848161.18,716949.62,2131211.56,0.0284,0.0272,-0.0039,Demand Shock
2026-05-01,2026-05,USA,West,4826745.01,2925501.04,714177.42,2211323.62,0.0284,0.0272,-0.0039,Demand Shock
2026-06-01,2026-06,USA,West,4963587.69,3004940.99,711415.95,2293525.04,0.0284,0.0272,-0.0039,Demand Shock
2026-07-01,2026-07,USA,West,5104309.98,3086538.09,708665.15,2377872.94,0.0284,0.0272,-0.0039,Demand Shock
2026-08-01,2026-08,USA,West,5249021.88,3170350.9,705924.99,2464425.91,0.0284,0.0272,-0.0039,Demand Shock
2026-09-01,2026-09,USA,West,5397836.5,3256439.6,703195.42,2553244.18,0.0284,0.0272,-0.0039,Demand Shock
2026-10-01,2026-10,USA,West,5550870.15,3344865.96,700476.41,2644389.55,0.0284,0.0272,-0.0039,Demand Shock
2026-11-01,2026-11,USA,West,5708242.44,3435693.49,697767.9,2737925.59,0.0284,0.0272,-0.0039,Demand Shock
2026-12-01,2026-12,USA,West,5870076.39,3528987.37,695069.88,2833917.49,0.0284,0.0272,-0.0039,Demand Shock
