month_start,period,entity,region,department,actual_ending_headcount,actual_payroll_cost,budget_ending_headcount,budget_payroll_cost,headcount_variance,payroll_variance
2024-03-01,2024-03,UK,East,Marketing,6,43194.22,6.16,44865.54,-0.16,-1671.32
2024-03-01,2024-03,UK,East,Operations,14,91709.85,14.25,95447.83,-0.25,-3737.98
2024-03-01,2024-03,UK,East,Sales,11,84020.26,11.05,85634.89,-0.05,-1614.63
2024-03-01,2024-03,UK,East,Technology,8,52039.91,8.02,55975.96,-0.02,-3936.05
2024-03-01,2024-03,UK,International,G&A,3,23931.73,3.16,25240.82,-0.16,-1309.09
2024-03-01,2024-03,UK,International,Marketing,5,35750.73,5.15,35956.55,-0.15,-205.82
2024-03-01,2024-03,UK,International,Operations,11,79824.76,10.92,81905.5,0.08,-2080.74
2024-03-01,2024-03,UK,International,Sales,8,56336.7,8.21,59390.25,-0.21,-3053.55
2024-03-01,2024-03,UK,International,Technology,7,57573.8,7.05,59117.83,-0.05,-1544.03
2024-03-01,2024-03,UK,West,G&A,5,37792.05,5.21,38460.84,-0.21,-668.79
2024-03-01,2024-03,UK,West,Marketing,8,62690.82,8.53,67877.74,-0.53,-5186.92
2024-03-01,2024-03,UK,West,Operations,16,115333.78,17.09,113143.49,-1.09,2190.29
2024-03-01,2024-03,UK,West,Sales,13,81461.93,14.38,82202.7,-1.38,-740.77
2024-03-01,2024-03,UK,West,Technology,10,70461.81,10.32,77914.68,-0.32,-7452.87
2024-03-01,2024-03,USA,Central,G&A,7,36165.87,7.11,37612.1,-0.11,-1446.23
2024-03-01,2024-03,USA,Central,Marketing,10,75864.16,10.22,77925.62,-0.22,-2061.46
2024-03-01,2024-03,USA,Central,Operations,22,120411.93,23.42,125519.57,-1.42,-5107.64
2024-03-01,2024-03,USA,Central,Sales,17,103597.14,16.94,109550.9,0.06,-5953.76
2024-03-01,2024-03,USA,Central,Technology,14,90486.59,14.02,92055.02,-0.02,-1568.43
2024-03-01,2024-03,USA,East,G&A,7,58669.06,7.37,59208.11,-0.37,-539.05
2024-03-01,2024-03,USA,East,Marketing,10,70692.94,10.2,76003.89,-0.2,-5310.95
2024-03-01,2024-03,USA,East,Operations,21,183300.87,21.21,185129.88,-0.21,-1829.01
2024-03-01,2024-03,USA,East,Sales,16,123793.83,15.7,133845.4,0.3,-10051.57
2024-03-01,2024-03,USA,East,Technology,14,107434.5,14.42,113790.04,-0.42,-6355.54
2024-03-01,2024-03,USA,International,G&A,6,46567.44,6.24,48576.05,-0.24,-2008.61
2024-03-01,2024-03,USA,International,Marketing,8,62547.41,8.29,60307.11,-0.29,2240.3
2024-03-01,2024-03,USA,International,Operations,18,141767.67,18.91,146084.25,-0.91,-4316.58
2024-03-01,2024-03,USA,International,Sales,14,109447.24,14.96,117785.35,-0.96,-8338.11
2024-03-01,2024-03,USA,International,Technology,11,67605.44,11.51,69759.33,-0.51,-2153.89
2024-03-01,2024-03,USA,West,G&A,8,56502.88,8.48,58676.99,-0.48,-2174.11
2024-03-01,2024-03,USA,West,Marketing,12,75254.42,12.49,76333.81,-0.49,-1079.39
2024-03-01,2024-03,USA,West,Operations,25,216166.6,25.84,230737.42,-0.84,-14570.82
2024-03-01,2024-03,USA,West,Sales,20,156966.43,20.66,171070.87,-0.66,-14104.44
2024-03-01,2024-03,USA,West,Technology,17,127430.13,15.84,131198.18,1.16,-3768.05
2024-04-01,2024-04,Canada,Central,G&A,5,41075.66,5.57,42478.72,-0.57,-1403.06
2024-04-01,2024-04,Canada,Central,Marketing,8,44312.95,8.79,47291.69,-0.79,-2978.74
2024-04-01,2024-04,Canada,Central,Operations,16,117970.11,16.02,127102.11,-0.02,-9132.0
2024-04-01,2024-04,Canada,Central,Sales,13,97367.64,13.59,95970.03,-0.59,1397.61
2024-04-01,2024-04,Canada,Central,Technology,11,62302.06,11.44,62876.04,-0.44,-573.98
2024-04-01,2024-04,Canada,East,G&A,5,38247.37,5.09,40102.03,-0.09,-1854.66
2024-04-01,2024-04,Canada,East,Marketing,7,62348.61,7.38,64398.35,-0.38,-2049.74
2024-04-01,2024-04,Canada,East,Operations,15,94263.87,16.75,99449.02,-1.75,-5185.15
2024-04-01,2024-04,Canada,East,Sales,11,62609.18,11.09,64706.26,-0.09,-2097.08
2024-04-01,2024-04,Canada,East,Technology,10,49017.32,10.39,49787.15,-0.39,-769.83
2024-04-01,2024-04,Canada,International,G&A,4,29980.15,4.2,30470.47,-0.2,-490.32
2024-04-01,2024-04,Canada,International,Marketing,6,39387.68,6.42,41033.03,-0.42,-1645.35
2024-04-01,2024-04,Canada,International,Operations,13,81771.34,13.49,85558.48,-0.49,-3787.14
2024-04-01,2024-04,Canada,International,Sales,10,75561.4,10.26,75886.02,-0.26,-324.62
2024-04-01,2024-04,Canada,International,Technology,8,51284.64,7.85,54258.01,0.15,-2973.37
2024-04-01,2024-04,Canada,West,G&A,6,45113.8,6.37,45270.24,-0.37,-156.44
2024-04-01,2024-04,Canada,West,Marketing,8,55044.57,8.2,55325.65,-0.2,-281.08
2024-04-01,2024-04,Canada,West,Operations,20,144994.15,20.64,149874.01,-0.64,-4879.86
2024-04-01,2024-04,Canada,West,Sales,14,102904.74,15.02,106786.35,-1.02,-3881.61
2024-04-01,2024-04,Canada,West,Technology,12,75296.87,11.39,77585.79,0.61,-2288.92
2024-04-01,2024-04,UK,Central,G&A,4,24915.02,4.01,26111.72,-0.01,-1196.7
2024-04-01,2024-04,UK,Central,Marketing,6,38695.35,6.15,40577.41,-0.15,-1882.06
2024-04-01,2024-04,UK,Central,Operations,14,106390.31,14.32,99798.99,-0.32,6591.32
2024-04-01,2024-04,UK,Central,Sales,10,70198.79,10.29,74258.6,-0.29,-4059.81
2024-04-01,2024-04,UK,Central,Technology,9,62363.23,9.74,65224.14,-0.74,-2860.91
2024-04-01,2024-04,UK,East,G&A,4,31221.41,4.23,32721.1,-0.23,-1499.69
2024-04-01,2024-04,UK,East,Marketing,6,45685.77,5.99,46358.2,0.01,-672.43
2024-04-01,2024-04,UK,East,Operations,14,103240.06,14.17,111133.66,-0.17,-7893.6
2024-04-01,2024-04,UK,East,Sales,10,73861.35,9.8,73391.21,0.2,470.14
2024-04-01,2024-04,UK,East,Technology,8,54772.74,8.52,54937.11,-0.52,-164.37
2024-04-01,2024-04,UK,International,G&A,3,21524.06,3.26,21912.37,-0.26,-388.31
2024-04-01,2024-04,UK,International,Marketing,5,31580.58,5.11,31401.11,-0.11,179.47
2024-04-01,2024-04,UK,International,Operations,11,85781.15,11.32,90499.95,-0.32,-4718.8
2024-04-01,2024-04,UK,International,Sales,8,59692.18,7.72,62977.83,0.28,-3285.65
2024-04-01,2024-04,UK,International,Technology,7,44797.71,6.95,47088.77,0.05,-2291.06
2024-04-01,2024-04,UK,West,G&A,5,42949.5,5.07,44574.73,-0.07,-1625.23
2024-04-01,2024-04,UK,West,Marketing,7,60413.52,7.25,57515.88,-0.25,2897.64
2024-04-01,2024-04,UK,West,Operations,16,116422.39,16.88,122203.37,-0.88,-5780.98
2024-04-01,2024-04,UK,West,Sales,12,85160.28,12.77,93160.95,-0.77,-8000.67
2024-04-01,2024-04,UK,West,Technology,10,80950.66,10.76,82285.16,-0.76,-1334.5
2024-04-01,2024-04,USA,Central,G&A,7,45050.42,7.38,46556.91,-0.38,-1506.49
2024-04-01,2024-04,USA,Central,Marketing,10,74518.31,10.21,78540.15,-0.21,-4021.84
2024-04-01,2024-04,USA,Central,Operations,22,184897.34,22.23,181151.51,-0.23,3745.83
2024-04-01,2024-04,USA,Central,Sales,16,125702.93,16.1,133197.4,-0.1,-7494.47
2024-04-01,2024-04,USA,Central,Technology,14,107641.61,14.23,107401.96,-0.23,239.65
2024-04-01,2024-04,USA,East,G&A,7,45333.93,7.39,45773.66,-0.39,-439.73
2024-04-01,2024-04,USA,East,Marketing,9,67059.28,9.53,69575.38,-0.53,-2516.1
2024-04-01,2024-04,USA,East,Operations,20,159781.68,19.84,162434.3,0.16,-2652.62
2024-04-01,2024-04,USA,East,Sales,17,119941.83,18.14,117706.13,-1.14,2235.7
2024-04-01,2024-04,USA,East,Technology,13,90744.08,13.86,91507.55,-0.86,-763.47
2024-04-01,2024-04,USA,International,G&A,6,52903.89,6.32,54838.64,-0.32,-1934.75
2024-04-01,2024-04,USA,International,Marketing,8,56308.84,8.31,56943.49,-0.31,-634.65
2024-04-01,2024-04,USA,International,Operations,17,110924.42,17.37,108220.5,-0.37,2703.92
2024-04-01,2024-04,USA,International,Sales,13,91167.43,13.88,94998.18,-0.88,-3830.75
2024-04-01,2024-04,USA,International,Technology,11,75039.39,11.01,75670.34,-0.01,-630.95
2024-04-01,2024-04,USA,West,G&A,8,46874.81,8.27,49154.8,-0.27,-2279.99
2024-04-01,2024-04,USA,West,Marketing,11,66998.7,11.63,69794.96,-0.63,-2796.26
2024-04-01,2024-04,USA,West,Operations,26,177892.88,26.49,186701.14,-0.49,-8808.26
2024-04-01,2024-04,USA,West,Sales,20,156385.94,20.02,167581.94,-0.02,-11196.0
2024-04-01,2024-04,USA,West,Technology,15,115348.36,15.93,115514.2,-0.93,-165.84
2024-05-01,2024-05,Canada,Central,G&A,5,35578.7,5.2,37632.92,-0.2,-2054.22
2024-05-01,2024-05,Canada,Central,Marketing,7,56145.75,7.16,58190.57,-0.16,-2044.82
2024-05-01,2024-05,Canada,Central,Operations,17,112559.74,17.81,114827.09,-0.81,-2267.35
2024-05-01,2024-05,Canada,Central,Sales,13,96103.97,13.8,98514.18,-0.8,-2410.21
2024-05-01,2024-05,Canada,Central,Technology,11,82815.09,10.85,86127.71,0.15,-3312.62
2024-05-01,2024-05,Canada,East,G&A,5,36078.36,5.02,37898.13,-0.02,-1819.77
2024-05-01,2024-05,Canada,East,Marketing,7,51572.82,7.38,56666.48,-0.38,-5093.66
2024-05-01,2024-05,Canada,East,Operations,15,105491.62,15.29,111378.28,-0.29,-5886.66
2024-05-01,2024-05,Canada,East,Sales,12,95884.71,12.67,100124.58,-0.67,-4239.87
2024-05-01,2024-05,Canada,East,Technology,10,64142.53,10.38,65581.79,-0.38,-1439.26
2024-05-01,2024-05,Canada,International,G&A,4,25662.56,4.11,26082.49,-0.11,-419.93
2024-05-01,2024-05,Canada,International,Marketing,6,47787.06,6.11,48925.0,-0.11,-1137.94
2024-05-01,2024-05,Canada,International,Operations,13,82968.77,13.98,85662.83,-0.98,-2694.06
2024-05-01,2024-05,Canada,International,Sales,9,57880.09,9.55,62129.99,-0.55,-4249.9
2024-05-01,2024-05,Canada,International,Technology,8,67294.66,8.04,66572.24,-0.04,722.42
2024-05-01,2024-05,Canada,West,G&A,6,40615.04,6.25,43965.92,-0.25,-3350.88
2024-05-01,2024-05,Canada,West,Marketing,8,57436.72,7.83,58983.95,0.17,-1547.23
2024-05-01,2024-05,Canada,West,Operations,18,130061.2,18.58,134766.05,-0.58,-4704.85
2024-05-01,2024-05,Canada,West,Sales,15,109776.81,14.96,108270.17,0.04,1506.64
2024-05-01,2024-05,Canada,West,Technology,13,100172.02,13.27,102016.9,-0.27,-1844.88
2024-05-01,2024-05,UK,Central,G&A,5,43307.38,5.19,42824.15,-0.19,483.23
2024-05-01,2024-05,UK,Central,Marketing,6,48518.73,6.55,47029.95,-0.55,1488.78
2024-05-01,2024-05,UK,Central,Operations,15,100030.12,16.01,109400.92,-1.01,-9370.8
2024-05-01,2024-05,UK,Central,Sales,11,79640.57,11.8,81675.98,-0.8,-2035.41
2024-05-01,2024-05,UK,Central,Technology,9,54386.92,9.12,54359.39,-0.12,27.53
2024-05-01,2024-05,UK,East,G&A,4,26874.9,4.25,26293.58,-0.25,581.32
2024-05-01,2024-05,UK,East,Marketing,6,47440.38,6.13,50757.75,-0.13,-3317.37
2024-05-01,2024-05,UK,East,Operations,14,97346.2,14.06,101343.04,-0.06,-3996.84
2024-05-01,2024-05,UK,East,Sales,10,73722.26,10.76,76524.43,-0.76,-2802.17
2024-05-01,2024-05,UK,East,Technology,8,72833.55,8.18,77504.3,-0.18,-4670.75
2024-05-01,2024-05,UK,International,G&A,4,27319.39,4.1,29737.18,-0.1,-2417.79
2024-05-01,2024-05,UK,International,Marketing,5,40641.37,5.09,41976.18,-0.09,-1334.81
2024-05-01,2024-05,UK,International,Operations,11,69474.08,10.63,70735.04,0.37,-1260.96
2024-05-01,2024-05,UK,International,Sales,9,73097.25,8.67,74548.38,0.33,-1451.13
2024-05-01,2024-05,UK,International,Technology,7,51627.08,7.09,55562.97,-0.09,-3935.89
2024-05-01,2024-05,UK,West,G&A,5,42156.85,5.02,43879.07,-0.02,-1722.22
2024-05-01,2024-05,UK,West,Marketing,7,52386.85,7.29,53073.33,-0.29,-686.48
2024-05-01,2024-05,UK,West,Operations,16,103948.45,16.8,100782.04,-0.8,3166.41
2024-05-01,2024-05,UK,West,Sales,13,106854.25,13.39,111861.87,-0.39,-5007.62
2024-05-01,2024-05,UK,West,Technology,10,55426.55,10.14,57454.26,-0.14,-2027.71
2024-05-01,2024-05,USA,Central,G&A,7,44315.01,7.1,45371.56,-0.1,-1056.55
2024-05-01,2024-05,USA,Central,Marketing,10,75709.03,10.01,81372.26,-0.01,-5663.23
2024-05-01,2024-05,USA,Central,Operations,21,164340.59,21.55,169638.73,-0.55,-5298.14
2024-05-01,2024-05,USA,Central,Sales,17,115806.56,17.78,115438.21,-0.78,368.35
2024-05-01,2024-05,USA,Central,Technology,15,122456.58,16.07,125417.55,-1.07,-2960.97
2024-05-01,2024-05,USA,East,G&A,7,59787.9,7.08,61812.07,-0.08,-2024.17
2024-05-01,2024-05,USA,East,Marketing,10,53305.56,10.53,54496.64,-0.53,-1191.08
2024-05-01,2024-05,USA,East,Operations,22,138616.1,23.44,144721.36,-1.44,-6105.26
2024-05-01,2024-05,USA,East,Sales,16,119301.69,15.83,129318.72,0.17,-10017.03
2024-05-01,2024-05,USA,East,Technology,14,117076.02,14.81,115532.58,-0.81,1543.44
2024-05-01,2024-05,USA,International,G&A,6,43902.82,6.01,44048.22,-0.01,-145.4
2024-05-01,2024-05,USA,International,Marketing,8,46518.8,8.41,50414.22,-0.41,-3895.42
2024-05-01,2024-05,USA,International,Operations,17,119531.53,18.3,125157.78,-1.3,-5626.25
2024-05-01,2024-05,USA,International,Sales,14,106490.95,14.59,110291.87,-0.59,-3800.92
2024-05-01,2024-05,USA,International,Technology,11,73429.0,11.12,75584.19,-0.12,-2155.19
2024-05-01,2024-05,USA,West,G&A,8,49957.39,8.06,53441.83,-0.06,-3484.44
2024-05-01,2024-05,USA,West,Marketing,11,84297.13,11.36,85093.34,-0.36,-796.21
2024-05-01,2024-05,USA,West,Operations,27,178920.28,27.64,185625.88,-0.64,-6705.6
2024-05-01,2024-05,USA,West,Sales,21,129520.46,21.68,140234.3,-0.68,-10713.84
2024-05-01,2024-05,USA,West,Technology,17,104229.7,17.68,100424.34,-0.68,3805.36
2024-06-01,2024-06,Canada,Central,G&A,5,35687.4,5.05,37032.24,-0.05,-1344.84
2024-06-01,2024-06,Canada,Central,Marketing,8,55052.51,8.39,58274.93,-0.39,-3222.42
2024-06-01,2024-06,Canada,Central,Operations,16,133810.69,16.51,139203.46,-0.51,-5392.77
2024-06-01,2024-06,Canada,Central,Sales,13,89359.89,13.42,91576.48,-0.42,-2216.59
2024-06-01,2024-06,Canada,Central,Technology,11,80544.83,11.94,82861.47,-0.94,-2316.64
2024-06-01,2024-06,Canada,East,G&A,5,37910.47,5.05,41684.25,-0.05,-3773.78
2024-06-01,2024-06,Canada,East,Marketing,7,54049.58,7.1,55470.82,-0.1,-1421.24
2024-06-01,2024-06,Canada,East,Operations,16,88384.13,16.26,97635.77,-0.26,-9251.64
2024-06-01,2024-06,Canada,East,Sales,12,76031.89,12.09,76205.19,-0.09,-173.3
2024-06-01,2024-06,Canada,East,Technology,10,66300.03,10.41,70268.73,-0.41,-3968.7
2024-06-01,2024-06,Canada,International,G&A,4,32994.57,4.18,33454.19,-0.18,-459.62
2024-06-01,2024-06,Canada,International,Marketing,6,40834.38,6.21,42020.25,-0.21,-1185.87
2024-06-01,2024-06,Canada,International,Operations,13,82796.21,13.93,87302.4,-0.93,-4506.19
2024-06-01,2024-06,Canada,International,Sales,10,56326.58,10.53,58414.28,-0.53,-2087.7
2024-06-01,2024-06,Canada,International,Technology,8,63696.4,7.82,62988.38,0.18,708.02
2024-06-01,2024-06,Canada,West,G&A,6,41197.94,6.14,41167.03,-0.14,30.91
2024-06-01,2024-06,Canada,West,Marketing,9,53430.04,9.74,55072.09,-0.74,-1642.05
2024-06-01,2024-06,Canada,West,Operations,20,102868.48,20.32,106929.68,-0.32,-4061.2
2024-06-01,2024-06,Canada,West,Sales,15,111783.93,15.2,120881.19,-0.2,-9097.26
2024-06-01,2024-06,Canada,West,Technology,12,72771.72,12.31,75095.33,-0.31,-2323.61
2024-06-01,2024-06,UK,Central,G&A,4,27754.62,4.03,27728.17,-0.03,26.45
2024-06-01,2024-06,UK,Central,Marketing,6,45841.89,5.93,47814.63,0.07,-1972.74
2024-06-01,2024-06,UK,Central,Operations,14,110894.22,13.52,112525.54,0.48,-1631.32
2024-06-01,2024-06,UK,Central,Sales,10,63990.34,10.06,64248.1,-0.06,-257.76
2024-06-01,2024-06,UK,Central,Technology,9,77763.22,9.7,81966.41,-0.7,-4203.19
2024-06-01,2024-06,UK,East,G&A,5,40853.93,5.03,43114.24,-0.03,-2260.31
2024-06-01,2024-06,UK,East,Marketing,5,37995.19,5.1,40581.76,-0.1,-2586.57
2024-06-01,2024-06,UK,East,Operations,14,110567.91,14.67,113816.46,-0.67,-3248.55
2024-06-01,2024-06,UK,East,Sales,10,62202.35,10.29,62911.69,-0.29,-709.34
2024-06-01,2024-06,UK,East,Technology,9,60478.28,9.69,60822.12,-0.69,-343.84
2024-06-01,2024-06,UK,International,G&A,4,23542.97,4.16,24465.13,-0.16,-922.16
2024-06-01,2024-06,UK,International,Marketing,5,22452.65,5.09,22144.23,-0.09,308.42
2024-06-01,2024-06,UK,International,Operations,11,69859.65,11.1,70203.55,-0.1,-343.9
2024-06-01,2024-06,UK,International,Sales,9,63134.22,9.23,62090.51,-0.23,1043.71
2024-06-01,2024-06,UK,International,Technology,8,57569.38,8.53,55934.66,-0.53,1634.72
2024-06-01,2024-06,UK,West,G&A,5,39929.26,5.31,41154.38,-0.31,-1225.12
2024-06-01,2024-06,UK,West,Marketing,7,59200.74,6.68,61224.02,0.32,-2023.28
2024-06-01,2024-06,UK,West,Operations,17,119961.81,18.13,126522.74,-1.13,-6560.93
2024-06-01,2024-06,UK,West,Sales,13,108287.28,13.72,113128.52,-0.72,-4841.24
2024-06-01,2024-06,UK,West,Technology,10,72672.13,10.27,73049.33,-0.27,-377.2
2024-06-01,2024-06,USA,Central,G&A,7,46142.98,7.45,48757.05,-0.45,-2614.07
2024-06-01,2024-06,USA,Central,Marketing,10,69874.61,9.96,75481.72,0.04,-5607.11
2024-06-01,2024-06,USA,Central,Operations,22,163462.85,22.32,169777.94,-0.32,-6315.09
2024-06-01,2024-06,USA,Central,Sales,17,131106.15,17.73,135485.98,-0.73,-4379.83
2024-06-01,2024-06,USA,Central,Technology,14,105496.87,14.22,106195.78,-0.22,-698.91
2024-06-01,2024-06,USA,East,G&A,7,46185.95,7.1,49239.17,-0.1,-3053.22
2024-06-01,2024-06,USA,East,Marketing,9,71262.6,9.68,74213.94,-0.68,-2951.34
2024-06-01,2024-06,USA,East,Operations,22,154354.72,23.25,153797.3,-1.25,557.42
2024-06-01,2024-06,USA,East,Sales,16,112674.53,15.8,116121.47,0.2,-3446.94
2024-06-01,2024-06,USA,East,Technology,13,85113.52,13.83,87840.84,-0.83,-2727.32
2024-06-01,2024-06,USA,International,G&A,6,50901.66,6.09,54818.16,-0.09,-3916.5
2024-06-01,2024-06,USA,International,Marketing,7,51025.15,7.11,50594.44,-0.11,430.71
2024-06-01,2024-06,USA,International,Operations,19,134930.69,19.51,140293.24,-0.51,-5362.55
2024-06-01,2024-06,USA,International,Sales,14,96091.12,14.94,100076.95,-0.94,-3985.83
2024-06-01,2024-06,USA,International,Technology,12,79775.54,12.74,81636.69,-0.74,-1861.15
2024-06-01,2024-06,USA,West,G&A,8,59411.91,8.45,61239.71,-0.45,-1827.8
2024-06-01,2024-06,USA,West,Marketing,11,71240.27,11.98,72548.01,-0.98,-1307.74
2024-06-01,2024-06,USA,West,Operations,26,144827.29,25.78,157370.79,0.22,-12543.5
2024-06-01,2024-06,USA,West,Sales,20,158108.82,19.92,159780.41,0.08,-1671.59
2024-06-01,2024-06,USA,West,Technology,17,105094.33,17.71,112855.35,-0.71,-7761.02
2024-07-01,2024-07,Canada,Central,G&A,5,38425.33,4.96,41689.31,0.04,-3263.98
2024-07-01,2024-07,Canada,Central,Marketing,7,39180.45,7.25,40912.18,-0.25,-1731.73
2024-07-01,2024-07,Canada,Central,Operations,15,78541.63,15.26,78942.37,-0.26,-400.74
2024-07-01,2024-07,Canada,Central,Sales,13,109978.87,12.9,107177.3,0.1,2801.57
2024-07-01,2024-07,Canada,Central,Technology,11,92613.44,11.68,97061.85,-0.68,-4448.41
2024-07-01,2024-07,Canada,East,G&A,5,42093.95,5.19,42285.39,-0.19,-191.44
2024-07-01,2024-07,Canada,East,Marketing,7,58352.35,6.93,60812.86,0.07,-2460.51
2024-07-01,2024-07,Canada,East,Operations,15,119024.43,15.0,124544.88,0.0,-5520.45
2024-07-01,2024-07,Canada,East,Sales,13,99575.57,13.76,106624.41,-0.76,-7048.84
2024-07-01,2024-07,Canada,East,Technology,10,83248.39,10.18,83298.47,-0.18,-50.08
2024-07-01,2024-07,Canada,International,G&A,4,27418.49,4.2,28510.19,-0.2,-1091.7
2024-07-01,2024-07,Canada,International,Marketing,6,42757.67,6.2,44983.27,-0.2,-2225.6
2024-07-01,2024-07,Canada,International,Operations,13,98993.22,13.45,103689.67,-0.45,-4696.45
2024-07-01,2024-07,Canada,International,Sales,10,76627.19,10.29,81385.56,-0.29,-4758.37
2024-07-01,2024-07,Canada,International,Technology,8,53678.71,8.24,54201.35,-0.24,-522.64
2024-07-01,2024-07,Canada,West,G&A,6,37259.48,5.82,39705.66,0.18,-2446.18
2024-07-01,2024-07,Canada,West,Marketing,8,58695.36,8.18,59451.27,-0.18,-755.91
2024-07-01,2024-07,Canada,West,Operations,21,140444.74,21.8,146576.49,-0.8,-6131.75
2024-07-01,2024-07,Canada,West,Sales,16,117283.48,16.43,119872.91,-0.43,-2589.43
2024-07-01,2024-07,Canada,West,Technology,13,99716.37,13.32,102600.27,-0.32,-2883.9
2024-07-01,2024-07,UK,Central,G&A,5,32193.3,5.03,32988.62,-0.03,-795.32
2024-07-01,2024-07,UK,Central,Marketing,6,52294.52,6.25,53131.26,-0.25,-836.74
2024-07-01,2024-07,UK,Central,Operations,14,91505.91,14.25,96650.92,-0.25,-5145.01
2024-07-01,2024-07,UK,Central,Sales,10,80059.14,9.89,77951.76,0.11,2107.38
2024-07-01,2024-07,UK,Central,Technology,9,72289.08,8.83,76853.61,0.17,-4564.53
2024-07-01,2024-07,UK,East,G&A,4,29498.12,4.0,31391.09,0.0,-1892.97
2024-07-01,2024-07,UK,East,Marketing,6,52722.38,6.21,53881.5,-0.21,-1159.12
2024-07-01,2024-07,UK,East,Operations,13,99296.57,13.86,102205.71,-0.86,-2909.14
2024-07-01,2024-07,UK,East,Sales,10,78514.19,10.27,80690.66,-0.27,-2176.47
2024-07-01,2024-07,UK,East,Technology,9,63494.87,9.14,64708.14,-0.14,-1213.27
2024-07-01,2024-07,UK,International,G&A,4,36821.36,4.25,38786.67,-0.25,-1965.31
2024-07-01,2024-07,UK,International,Marketing,5,34292.34,4.95,37259.39,0.05,-2967.05
2024-07-01,2024-07,UK,International,Operations,11,71594.88,11.25,74749.18,-0.25,-3154.3
2024-07-01,2024-07,UK,International,Sales,8,64155.54,8.28,66705.87,-0.28,-2550.33
2024-07-01,2024-07,UK,International,Technology,8,56881.73,8.37,60758.45,-0.37,-3876.72
2024-07-01,2024-07,UK,West,G&A,5,33732.31,5.14,35268.59,-0.14,-1536.28
2024-07-01,2024-07,UK,West,Marketing,7,57187.37,7.12,58112.29,-0.12,-924.92
2024-07-01,2024-07,UK,West,Operations,16,105162.06,16.57,106289.38,-0.57,-1127.32
2024-07-01,2024-07,UK,West,Sales,12,74619.86,12.4,72953.99,-0.4,1665.87
2024-07-01,2024-07,UK,West,Technology,10,75016.97,10.36,78536.22,-0.36,-3519.25
2024-07-01,2024-07,USA,Central,G&A,6,49248.31,6.26,52924.32,-0.26,-3676.01
2024-07-01,2024-07,USA,Central,Marketing,10,68730.76,10.3,69500.98,-0.3,-770.22
2024-07-01,2024-07,USA,Central,Operations,23,187248.12,24.36,198149.04,-1.36,-10900.92
2024-07-01,2024-07,USA,Central,Sales,17,126488.32,17.16,126696.54,-0.16,-208.22
2024-07-01,2024-07,USA,Central,Technology,14,105933.47,14.5,111077.9,-0.5,-5144.43
2024-07-01,2024-07,USA,East,G&A,7,53277.66,7.41,54674.06,-0.41,-1396.4
2024-07-01,2024-07,USA,East,Marketing,10,69998.45,10.37,74106.08,-0.37,-4107.63
2024-07-01,2024-07,USA,East,Operations,21,125223.85,23.3,129175.56,-2.3,-3951.71
2024-07-01,2024-07,USA,East,Sales,16,124912.87,16.61,128412.29,-0.61,-3499.42
2024-07-01,2024-07,USA,East,Technology,14,112049.79,14.41,119226.5,-0.41,-7176.71
2024-07-01,2024-07,USA,International,G&A,5,41777.5,4.81,42198.04,0.19,-420.54
2024-07-01,2024-07,USA,International,Marketing,8,47030.24,8.26,47850.8,-0.26,-820.56
2024-07-01,2024-07,USA,International,Operations,18,134588.98,17.81,139621.16,0.19,-5032.18
2024-07-01,2024-07,USA,International,Sales,13,89761.58,13.64,84170.7,-0.64,5590.88
2024-07-01,2024-07,USA,International,Technology,12,89131.61,12.57,91584.89,-0.57,-2453.28
2024-07-01,2024-07,USA,West,G&A,8,68210.91,8.07,72991.74,-0.07,-4780.83
2024-07-01,2024-07,USA,West,Marketing,11,83788.26,10.89,86472.61,0.11,-2684.35
2024-07-01,2024-07,USA,West,Operations,27,194701.08,27.7,204460.73,-0.7,-9759.65
2024-07-01,2024-07,USA,West,Sales,19,126162.69,19.78,129780.45,-0.78,-3617.76
2024-07-01,2024-07,USA,West,Technology,16,107889.24,16.86,113806.65,-0.86,-5917.41
2024-08-01,2024-08,Canada,Central,G&A,5,36019.97,4.87,36727.69,0.13,-707.72
2024-08-01,2024-08,Canada,Central,Marketing,7,49155.57,7.36,50472.71,-0.36,-1317.14
2024-08-01,2024-08,Canada,Central,Operations,16,129834.55,16.53,124365.15,-0.53,5469.4
2024-08-01,2024-08,Canada,Central,Sales,12,95273.45,12.36,102612.3,-0.36,-7338.85
2024-08-01,2024-08,Canada,Central,Technology,10,80120.93,10.09,84395.21,-0.09,-4274.28
2024-08-01,2024-08,Canada,East,G&A,5,37233.97,5.13,36999.58,-0.13,234.39
2024-08-01,2024-08,Canada,East,Marketing,7,49889.78,6.98,53960.21,0.02,-4070.43
2024-08-01,2024-08,Canada,East,Operations,17,117334.9,17.52,122075.77,-0.52,-4740.87
2024-08-01,2024-08,Canada,East,Sales,11,79143.34,11.57,81198.57,-0.57,-2055.23
2024-08-01,2024-08,Canada,East,Technology,10,64096.77,10.65,66160.6,-0.65,-2063.83
2024-08-01,2024-08,Canada,International,G&A,4,24024.83,3.82,24277.06,0.18,-252.23
2024-08-01,2024-08,Canada,International,Marketing,6,45128.84,6.28,47687.57,-0.28,-2558.73
2024-08-01,2024-08,Canada,International,Operations,14,96816.93,13.58,99804.53,0.42,-2987.6
2024-08-01,2024-08,Canada,International,Sales,10,92159.69,10.62,98915.34,-0.62,-6755.65
