period,entity,region,department,actual_ending_headcount,budget_ending_headcount,headcount_variance,actual_payroll_cost,budget_payroll_cost,payroll_variance
2024-05,USA,International,Operations,17,18.3,-1.3,119531.53,125157.78,-5626.25
2024-05,USA,International,Sales,14,14.59,-0.59,106490.95,110291.87,-3800.92
2024-05,USA,International,Technology,11,11.12,-0.12,73429.0,75584.19,-2155.19
2024-05,USA,West,G&A,8,8.06,-0.06,49957.39,53441.83,-3484.44
2024-05,USA,West,Marketing,11,11.36,-0.36,84297.13,85093.34,-796.21
2024-05,USA,West,Operations,27,27.64,-0.64,178920.28,185625.88,-6705.6
2024-05,USA,West,Sales,21,21.68,-0.68,129520.46,140234.3,-10713.84
2024-05,USA,West,Technology,17,17.68,-0.68,104229.7,100424.34,3805.36
2024-06,Canada,Central,G&A,5,5.05,-0.05,35687.4,37032.24,-1344.84
2024-06,Canada,Central,Marketing,8,8.39,-0.39,55052.51,58274.93,-3222.42
2024-06,Canada,Central,Operations,16,16.51,-0.51,133810.69,139203.46,-5392.77
2024-06,Canada,Central,Sales,13,13.42,-0.42,89359.89,91576.48,-2216.59
2024-06,Canada,Central,Technology,11,11.94,-0.94,80544.83,82861.47,-2316.64
2024-06,Canada,East,G&A,5,5.05,-0.05,37910.47,41684.25,-3773.78
2024-06,Canada,East,Marketing,7,7.1,-0.1,54049.58,55470.82,-1421.24
2024-06,Canada,East,Operations,16,16.26,-0.26,88384.13,97635.77,-9251.64
2024-06,Canada,East,Sales,12,12.09,-0.09,76031.89,76205.19,-173.3
2024-06,Canada,East,Technology,10,10.41,-0.41,66300.03,70268.73,-3968.7
2024-06,Canada,International,G&A,4,4.18,-0.18,32994.57,33454.19,-459.62
2024-06,Canada,International,Marketing,6,6.21,-0.21,40834.38,42020.25,-1185.87
2024-06,Canada,International,Operations,13,13.93,-0.93,82796.21,87302.4,-4506.19
2024-06,Canada,International,Sales,10,10.53,-0.53,56326.58,58414.28,-2087.7
2024-06,Canada,International,Technology,8,7.82,0.18,63696.4,62988.38,708.02
2024-06,Canada,West,G&A,6,6.14,-0.14,41197.94,41167.03,30.91
2024-06,Canada,West,Marketing,9,9.74,-0.74,53430.04,55072.09,-1642.05
2024-06,Canada,West,Operations,20,20.32,-0.32,102868.48,106929.68,-4061.2
2024-06,Canada,West,Sales,15,15.2,-0.2,111783.93,120881.19,-9097.26
2024-06,Canada,West,Technology,12,12.31,-0.31,72771.72,75095.33,-2323.61
2024-06,UK,Central,G&A,4,4.03,-0.03,27754.62,27728.17,26.45
2024-06,UK,Central,Marketing,6,5.93,0.07,45841.89,47814.63,-1972.74
2024-06,UK,Central,Operations,14,13.52,0.48,110894.22,112525.54,-1631.32
2024-06,UK,Central,Sales,10,10.06,-0.06,63990.34,64248.1,-257.76
2024-06,UK,Central,Technology,9,9.7,-0.7,77763.22,81966.41,-4203.19
2024-06,UK,East,G&A,5,5.03,-0.03,40853.93,43114.24,-2260.31
2024-06,UK,East,Marketing,5,5.1,-0.1,37995.19,40581.76,-2586.57
2024-06,UK,East,Operations,14,14.67,-0.67,110567.91,113816.46,-3248.55
2024-06,UK,East,Sales,10,10.29,-0.29,62202.35,62911.69,-709.34
2024-06,UK,East,Technology,9,9.69,-0.69,60478.28,60822.12,-343.84
2024-06,UK,International,G&A,4,4.16,-0.16,23542.97,24465.13,-922.16
2024-06,UK,International,Marketing,5,5.09,-0.09,22452.65,22144.23,308.42
2024-06,UK,International,Operations,11,11.1,-0.1,69859.65,70203.55,-343.9
2024-06,UK,International,Sales,9,9.23,-0.23,63134.22,62090.51,1043.71
2024-06,UK,International,Technology,8,8.53,-0.53,57569.38,55934.66,1634.72
2024-06,UK,West,G&A,5,5.31,-0.31,39929.26,41154.38,-1225.12
2024-06,UK,West,Marketing,7,6.68,0.32,59200.74,61224.02,-2023.28
2024-06,UK,West,Operations,17,18.13,-1.13,119961.81,126522.74,-6560.93
2024-06,UK,West,Sales,13,13.72,-0.72,108287.28,113128.52,-4841.24
2024-06,UK,West,Technology,10,10.27,-0.27,72672.13,73049.33,-377.2
2024-06,USA,Central,G&A,7,7.45,-0.45,46142.98,48757.05,-2614.07
2024-06,USA,Central,Marketing,10,9.96,0.04,69874.61,75481.72,-5607.11
2024-06,USA,Central,Operations,22,22.32,-0.32,163462.85,169777.94,-6315.09
2024-06,USA,Central,Sales,17,17.73,-0.73,131106.15,135485.98,-4379.83
2024-06,USA,Central,Technology,14,14.22,-0.22,105496.87,106195.78,-698.91
2024-06,USA,East,G&A,7,7.1,-0.1,46185.95,49239.17,-3053.22
2024-06,USA,East,Marketing,9,9.68,-0.68,71262.6,74213.94,-2951.34
2024-06,USA,East,Operations,22,23.25,-1.25,154354.72,153797.3,557.42
2024-06,USA,East,Sales,16,15.8,0.2,112674.53,116121.47,-3446.94
2024-06,USA,East,Technology,13,13.83,-0.83,85113.52,87840.84,-2727.32
2024-06,USA,International,G&A,6,6.09,-0.09,50901.66,54818.16,-3916.5
2024-06,USA,International,Marketing,7,7.11,-0.11,51025.15,50594.44,430.71
2024-06,USA,International,Operations,19,19.51,-0.51,134930.69,140293.24,-5362.55
2024-06,USA,International,Sales,14,14.94,-0.94,96091.12,100076.95,-3985.83
2024-06,USA,International,Technology,12,12.74,-0.74,79775.54,81636.69,-1861.15
2024-06,USA,West,G&A,8,8.45,-0.45,59411.91,61239.71,-1827.8
2024-06,USA,West,Marketing,11,11.98,-0.98,71240.27,72548.01,-1307.74
2024-06,USA,West,Operations,26,25.78,0.22,144827.29,157370.79,-12543.5
2024-06,USA,West,Sales,20,19.92,0.08,158108.82,159780.41,-1671.59
2024-06,USA,West,Technology,17,17.71,-0.71,105094.33,112855.35,-7761.02
2024-07,Canada,Central,G&A,5,4.96,0.04,38425.33,41689.31,-3263.98
2024-07,Canada,Central,Marketing,7,7.25,-0.25,39180.45,40912.18,-1731.73
2024-07,Canada,Central,Operations,15,15.26,-0.26,78541.63,78942.37,-400.74
2024-07,Canada,Central,Sales,13,12.9,0.1,109978.87,107177.3,2801.57
2024-07,Canada,Central,Technology,11,11.68,-0.68,92613.44,97061.85,-4448.41
2024-07,Canada,East,G&A,5,5.19,-0.19,42093.95,42285.39,-191.44
2024-07,Canada,East,Marketing,7,6.93,0.07,58352.35,60812.86,-2460.51
2024-07,Canada,East,Operations,15,15.0,0.0,119024.43,124544.88,-5520.45
2024-07,Canada,East,Sales,13,13.76,-0.76,99575.57,106624.41,-7048.84
2024-07,Canada,East,Technology,10,10.18,-0.18,83248.39,83298.47,-50.08
2024-07,Canada,International,G&A,4,4.2,-0.2,27418.49,28510.19,-1091.7
2024-07,Canada,International,Marketing,6,6.2,-0.2,42757.67,44983.27,-2225.6
2024-07,Canada,International,Operations,13,13.45,-0.45,98993.22,103689.67,-4696.45
2024-07,Canada,International,Sales,10,10.29,-0.29,76627.19,81385.56,-4758.37
2024-07,Canada,International,Technology,8,8.24,-0.24,53678.71,54201.35,-522.64
2024-07,Canada,West,G&A,6,5.82,0.18,37259.48,39705.66,-2446.18
2024-07,Canada,West,Marketing,8,8.18,-0.18,58695.36,59451.27,-755.91
2024-07,Canada,West,Operations,21,21.8,-0.8,140444.74,146576.49,-6131.75
2024-07,Canada,West,Sales,16,16.43,-0.43,117283.48,119872.91,-2589.43
2024-07,Canada,West,Technology,13,13.32,-0.32,99716.37,102600.27,-2883.9
2024-07,UK,Central,G&A,5,5.03,-0.03,32193.3,32988.62,-795.32
2024-07,UK,Central,Marketing,6,6.25,-0.25,52294.52,53131.26,-836.74
2024-07,UK,Central,Operations,14,14.25,-0.25,91505.91,96650.92,-5145.01
2024-07,UK,Central,Sales,10,9.89,0.11,80059.14,77951.76,2107.38
2024-07,UK,Central,Technology,9,8.83,0.17,72289.08,76853.61,-4564.53
2024-07,UK,East,G&A,4,4.0,0.0,29498.12,31391.09,-1892.97
2024-07,UK,East,Marketing,6,6.21,-0.21,52722.38,53881.5,-1159.12
2024-07,UK,East,Operations,13,13.86,-0.86,99296.57,102205.71,-2909.14
2024-07,UK,East,Sales,10,10.27,-0.27,78514.19,80690.66,-2176.47
2024-07,UK,East,Technology,9,9.14,-0.14,63494.87,64708.14,-1213.27
2024-07,UK,International,G&A,4,4.25,-0.25,36821.36,38786.67,-1965.31
2024-07,UK,International,Marketing,5,4.95,0.05,34292.34,37259.39,-2967.05
2024-07,UK,International,Operations,11,11.25,-0.25,71594.88,74749.18,-3154.3
2024-07,UK,International,Sales,8,8.28,-0.28,64155.54,66705.87,-2550.33
2024-07,UK,International,Technology,8,8.37,-0.37,56881.73,60758.45,-3876.72
2024-07,UK,West,G&A,5,5.14,-0.14,33732.31,35268.59,-1536.28
2024-07,UK,West,Marketing,7,7.12,-0.12,57187.37,58112.29,-924.92
2024-07,UK,West,Operations,16,16.57,-0.57,105162.06,106289.38,-1127.32
2024-07,UK,West,Sales,12,12.4,-0.4,74619.86,72953.99,1665.87
2024-07,UK,West,Technology,10,10.36,-0.36,75016.97,78536.22,-3519.25
2024-07,USA,Central,G&A,6,6.26,-0.26,49248.31,52924.32,-3676.01
2024-07,USA,Central,Marketing,10,10.3,-0.3,68730.76,69500.98,-770.22
2024-07,USA,Central,Operations,23,24.36,-1.36,187248.12,198149.04,-10900.92
2024-07,USA,Central,Sales,17,17.16,-0.16,126488.32,126696.54,-208.22
2024-07,USA,Central,Technology,14,14.5,-0.5,105933.47,111077.9,-5144.43
2024-07,USA,East,G&A,7,7.41,-0.41,53277.66,54674.06,-1396.4
2024-07,USA,East,Marketing,10,10.37,-0.37,69998.45,74106.08,-4107.63
2024-07,USA,East,Operations,21,23.3,-2.3,125223.85,129175.56,-3951.71
2024-07,USA,East,Sales,16,16.61,-0.61,124912.87,128412.29,-3499.42
2024-07,USA,East,Technology,14,14.41,-0.41,112049.79,119226.5,-7176.71
2024-07,USA,International,G&A,5,4.81,0.19,41777.5,42198.04,-420.54
2024-07,USA,International,Marketing,8,8.26,-0.26,47030.24,47850.8,-820.56
2024-07,USA,International,Operations,18,17.81,0.19,134588.98,139621.16,-5032.18
2024-07,USA,International,Sales,13,13.64,-0.64,89761.58,84170.7,5590.88
2024-07,USA,International,Technology,12,12.57,-0.57,89131.61,91584.89,-2453.28
2024-07,USA,West,G&A,8,8.07,-0.07,68210.91,72991.74,-4780.83
2024-07,USA,West,Marketing,11,10.89,0.11,83788.26,86472.61,-2684.35
2024-07,USA,West,Operations,27,27.7,-0.7,194701.08,204460.73,-9759.65
2024-07,USA,West,Sales,19,19.78,-0.78,126162.69,129780.45,-3617.76
2024-07,USA,West,Technology,16,16.86,-0.86,107889.24,113806.65,-5917.41
2024-08,Canada,Central,G&A,5,4.87,0.13,36019.97,36727.69,-707.72
2024-08,Canada,Central,Marketing,7,7.36,-0.36,49155.57,50472.71,-1317.14
2024-08,Canada,Central,Operations,16,16.53,-0.53,129834.55,124365.15,5469.4
2024-08,Canada,Central,Sales,12,12.36,-0.36,95273.45,102612.3,-7338.85
2024-08,Canada,Central,Technology,10,10.09,-0.09,80120.93,84395.21,-4274.28
2024-08,Canada,East,G&A,5,5.13,-0.13,37233.97,36999.58,234.39
2024-08,Canada,East,Marketing,7,6.98,0.02,49889.78,53960.21,-4070.43
2024-08,Canada,East,Operations,17,17.52,-0.52,117334.9,122075.77,-4740.87
2024-08,Canada,East,Sales,11,11.57,-0.57,79143.34,81198.57,-2055.23
2024-08,Canada,East,Technology,10,10.65,-0.65,64096.77,66160.6,-2063.83
2024-08,Canada,International,G&A,4,3.82,0.18,24024.83,24277.06,-252.23
2024-08,Canada,International,Marketing,6,6.28,-0.28,45128.84,47687.57,-2558.73
2024-08,Canada,International,Operations,14,13.58,0.42,96816.93,99804.53,-2987.6
2024-08,Canada,International,Sales,10,10.62,-0.62,92159.69,98915.34,-6755.65
2024-08,Canada,International,Technology,8,7.98,0.02,56468.31,57524.91,-1056.6
2024-08,Canada,West,G&A,6,6.27,-0.27,52627.88,52257.3,370.58
2024-08,Canada,West,Marketing,8,8.13,-0.13,51112.06,54312.05,-3199.99
2024-08,Canada,West,Operations,17,17.48,-0.48,122005.73,123889.64,-1883.91
2024-08,Canada,West,Sales,14,13.95,0.05,92662.3,98828.22,-6165.92
2024-08,Canada,West,Technology,12,12.14,-0.14,93131.16,98053.04,-4921.88
2024-08,UK,Central,G&A,4,4.3,-0.3,26404.08,27997.47,-1593.39
2024-08,UK,Central,Marketing,6,5.73,0.27,53129.27,55413.92,-2284.65
2024-08,UK,Central,Operations,15,15.12,-0.12,148462.18,159641.92,-11179.74
2024-08,UK,Central,Sales,10,10.3,-0.3,87824.45,96019.23,-8194.78
2024-08,UK,Central,Technology,9,9.37,-0.37,75534.64,77652.17,-2117.53
2024-08,UK,East,G&A,4,4.09,-0.09,22482.46,24159.02,-1676.56
2024-08,UK,East,Marketing,6,6.34,-0.34,38473.25,40048.49,-1575.24
2024-08,UK,East,Operations,14,13.38,0.62,92828.63,95544.08,-2715.45
2024-08,UK,East,Sales,10,10.49,-0.49,64589.85,66554.25,-1964.4
2024-08,UK,East,Technology,8,8.56,-0.56,55824.81,56535.61,-710.8
2024-08,UK,International,G&A,4,4.18,-0.18,21556.87,22224.63,-667.76
2024-08,UK,International,Marketing,5,5.18,-0.18,43698.64,44984.32,-1285.68
2024-08,UK,International,Operations,11,11.5,-0.5,81640.87,87802.66,-6161.79
2024-08,UK,International,Sales,8,7.92,0.08,55519.36,55262.92,256.44
2024-08,UK,International,Technology,7,7.04,-0.04,44913.34,45270.07,-356.73
2024-08,UK,West,G&A,5,5.16,-0.16,37987.31,40211.61,-2224.3
2024-08,UK,West,Marketing,7,7.27,-0.27,56964.05,61282.69,-4318.64
2024-08,UK,West,Operations,17,18.59,-1.59,117247.83,121459.57,-4211.74
2024-08,UK,West,Sales,11,11.46,-0.46,83912.51,87912.08,-3999.57
2024-08,UK,West,Technology,10,10.61,-0.61,67509.19,67828.92,-319.73
2024-08,USA,Central,G&A,7,7.1,-0.1,55624.87,55799.1,-174.23
2024-08,USA,Central,Marketing,10,10.52,-0.52,65229.89,65825.59,-595.7
2024-08,USA,Central,Operations,23,23.76,-0.76,143798.63,155158.79,-11360.16
2024-08,USA,Central,Sales,16,17.16,-1.16,106338.35,109518.3,-3179.95
2024-08,USA,Central,Technology,15,15.05,-0.05,103224.98,106465.68,-3240.7
2024-08,USA,East,G&A,6,5.97,0.03,38044.57,38628.72,-584.15
2024-08,USA,East,Marketing,10,10.82,-0.82,92862.92,96782.76,-3919.84
2024-08,USA,East,Operations,21,22.13,-1.13,162503.94,167673.49,-5169.55
2024-08,USA,East,Sales,17,18.53,-1.53,124667.51,132615.58,-7948.07
2024-08,USA,East,Technology,13,13.31,-0.31,91402.24,91167.04,235.2
2024-08,USA,International,G&A,6,6.13,-0.13,40543.85,40216.3,327.55
2024-08,USA,International,Marketing,8,8.07,-0.07,49090.36,53133.06,-4042.7
2024-08,USA,International,Operations,18,20.11,-2.11,139437.53,149698.53,-10261.0
2024-08,USA,International,Sales,13,13.98,-0.98,93806.41,99178.07,-5371.66
2024-08,USA,International,Technology,12,12.54,-0.54,100500.97,101033.63,-532.66
2024-08,USA,West,G&A,9,9.11,-0.11,66745.87,67497.76,-751.89
2024-08,USA,West,Marketing,12,12.24,-0.24,89572.9,96139.37,-6566.47
2024-08,USA,West,Operations,26,27.13,-1.13,207686.82,213209.52,-5522.7
2024-08,USA,West,Sales,19,20.35,-1.35,142551.1,146143.52,-3592.42
2024-08,USA,West,Technology,16,16.59,-0.59,141558.75,149666.57,-8107.82
2024-09,Canada,Central,G&A,5,5.08,-0.08,38697.48,40549.79,-1852.31
2024-09,Canada,Central,Marketing,7,7.38,-0.38,55879.5,55379.06,500.44
2024-09,Canada,Central,Operations,16,15.77,0.23,114717.96,115786.46,-1068.5
2024-09,Canada,Central,Sales,13,13.09,-0.09,92080.91,89429.03,2651.88
2024-09,Canada,Central,Technology,12,11.78,0.22,81349.82,84319.21,-2969.39
2024-09,Canada,East,G&A,5,5.27,-0.27,29851.89,29655.21,196.68
2024-09,Canada,East,Marketing,7,6.9,0.1,53599.64,54664.95,-1065.31
2024-09,Canada,East,Operations,16,16.11,-0.11,72345.13,73545.69,-1200.56
2024-09,Canada,East,Sales,12,12.11,-0.11,88182.44,93866.57,-5684.13
2024-09,Canada,East,Technology,10,10.14,-0.14,70714.56,77958.31,-7243.75
2024-09,Canada,International,G&A,4,4.26,-0.26,25471.11,26037.74,-566.63
2024-09,Canada,International,Marketing,6,6.0,0.0,47981.54,48530.91,-549.37
2024-09,Canada,International,Operations,14,13.85,0.15,102452.01,110278.34,-7826.33
2024-09,Canada,International,Sales,10,10.23,-0.23,82579.09,84838.59,-2259.5
2024-09,Canada,International,Technology,9,9.2,-0.2,61834.43,63417.98,-1583.55
2024-09,Canada,West,G&A,6,6.12,-0.12,43745.11,43062.11,683.0
2024-09,Canada,West,Marketing,8,7.8,0.2,57052.45,59820.79,-2768.34
2024-09,Canada,West,Operations,18,19.47,-1.47,101487.97,99552.92,1935.05
2024-09,Canada,West,Sales,15,15.06,-0.06,91807.48,92274.2,-466.72
2024-09,Canada,West,Technology,13,13.72,-0.72,101080.55,100339.22,741.33
2024-09,UK,Central,G&A,4,4.27,-0.27,28779.89,29145.08,-365.19
2024-09,UK,Central,Marketing,6,6.14,-0.14,50348.31,53649.4,-3301.09
2024-09,UK,Central,Operations,14,14.42,-0.42,117721.9,119243.35,-1521.45
2024-09,UK,Central,Sales,11,11.05,-0.05,74974.81,78893.96,-3919.15
2024-09,UK,Central,Technology,9,9.31,-0.31,64100.28,66633.13,-2532.85
2024-09,UK,East,G&A,4,4.28,-0.28,24109.19,25981.01,-1871.82
2024-09,UK,East,Marketing,6,6.38,-0.38,46195.01,46175.99,19.02
2024-09,UK,East,Operations,14,15.09,-1.09,110066.59,116453.87,-6387.28
2024-09,UK,East,Sales,10,10.44,-0.44,73399.73,73359.66,40.07
2024-09,UK,East,Technology,8,8.33,-0.33,50997.4,52803.69,-1806.29
2024-09,UK,International,G&A,3,2.92,0.08,22913.87,23663.35,-749.48
2024-09,UK,International,Marketing,5,4.92,0.08,39487.12,41412.56,-1925.44
2024-09,UK,International,Operations,11,11.34,-0.34,88398.98,88875.28,-476.3
2024-09,UK,International,Sales,8,8.36,-0.36,50624.47,55184.12,-4559.65
2024-09,UK,International,Technology,7,6.98,0.02,62084.37,63892.35,-1807.98
2024-09,UK,West,G&A,5,5.1,-0.1,34002.33,34378.36,-376.03
2024-09,UK,West,Marketing,7,6.94,0.06,45162.68,44367.85,794.83
2024-09,UK,West,Operations,17,17.11,-0.11,150008.07,161216.8,-11208.73
2024-09,UK,West,Sales,13,13.29,-0.29,90334.46,92890.59,-2556.13
2024-09,UK,West,Technology,11,11.14,-0.14,81083.8,82734.4,-1650.6
2024-09,USA,Central,G&A,7,7.14,-0.14,55140.35,57346.09,-2205.74
2024-09,USA,Central,Marketing,10,10.83,-0.83,64574.89,65806.96,-1232.07
2024-09,USA,Central,Operations,22,21.93,0.07,167516.36,171605.31,-4088.95
2024-09,USA,Central,Sales,17,17.5,-0.5,112418.3,124290.71,-11872.41
2024-09,USA,Central,Technology,14,14.13,-0.13,114082.71,121439.42,-7356.71
2024-09,USA,East,G&A,7,7.4,-0.4,59507.5,60679.21,-1171.71
2024-09,USA,East,Marketing,9,9.69,-0.69,60439.37,63257.46,-2818.09
2024-09,USA,East,Operations,21,20.85,0.15,173809.33,179128.03,-5318.7
2024-09,USA,East,Sales,16,16.13,-0.13,112606.52,114602.32,-1995.8
2024-09,USA,East,Technology,14,13.61,0.39,96669.53,101593.27,-4923.74
2024-09,USA,International,G&A,6,6.44,-0.44,45910.23,47793.35,-1883.12
2024-09,USA,International,Marketing,8,8.43,-0.43,65546.11,68970.99,-3424.88
2024-09,USA,International,Operations,19,19.91,-0.91,146518.82,152620.46,-6101.64
2024-09,USA,International,Sales,14,14.03,-0.03,112688.31,121452.08,-8763.77
2024-09,USA,International,Technology,11,11.3,-0.3,76891.95,80752.31,-3860.36
2024-09,USA,West,G&A,8,8.12,-0.12,52231.53,53795.55,-1564.02
2024-09,USA,West,Marketing,12,11.7,0.3,77323.3,77728.68,-405.38
2024-09,USA,West,Operations,23,23.55,-0.55,175779.84,183608.47,-7828.63
2024-09,USA,West,Sales,20,20.3,-0.3,145740.43,153566.53,-7826.1
2024-09,USA,West,Technology,18,17.87,0.13,118159.18,118016.66,142.52
2024-10,Canada,Central,G&A,5,5.18,-0.18,35078.47,39048.59,-3970.12
2024-10,Canada,Central,Marketing,7,6.9,0.1,56301.93,56814.07,-512.14
2024-10,Canada,Central,Operations,16,16.43,-0.43,109275.03,115985.36,-6710.33
2024-10,Canada,Central,Sales,13,13.43,-0.43,92429.46,89013.65,3415.81
2024-10,Canada,Central,Technology,11,11.46,-0.46,63268.06,63450.31,-182.25
2024-10,Canada,East,G&A,5,5.39,-0.39,30578.34,32246.96,-1668.62
2024-10,Canada,East,Marketing,7,6.9,0.1,50857.94,52395.45,-1537.51
2024-10,Canada,East,Operations,16,16.23,-0.23,98886.49,94041.25,4845.24
2024-10,Canada,East,Sales,12,12.89,-0.89,81982.61,87538.96,-5556.35
2024-10,Canada,East,Technology,10,9.83,0.17,75473.61,77237.69,-1764.08
2024-10,Canada,International,G&A,4,4.22,-0.22,30238.5,29892.2,346.3
2024-10,Canada,International,Marketing,6,6.22,-0.22,45064.46,46094.82,-1030.36
2024-10,Canada,International,Operations,13,13.64,-0.64,94338.01,102877.39,-8539.38
2024-10,Canada,International,Sales,10,10.36,-0.36,79363.58,82826.65,-3463.07
2024-10,Canada,International,Technology,8,7.92,0.08,46944.97,47526.74,-581.77
2024-10,Canada,West,G&A,6,5.93,0.07,36186.46,39076.69,-2890.23
2024-10,Canada,West,Marketing,9,9.16,-0.16,63823.8,65047.0,-1223.2
2024-10,Canada,West,Operations,19,19.03,-0.03,150848.31,142149.51,8698.8
2024-10,Canada,West,Sales,15,15.33,-0.33,89201.08,96237.42,-7036.34
2024-10,Canada,West,Technology,12,12.48,-0.48,97543.03,101945.71,-4402.68
2024-10,UK,Central,G&A,4,4.07,-0.07,24045.69,24256.76,-211.07
2024-10,UK,Central,Marketing,6,6.29,-0.29,45262.38,43681.55,1580.83
2024-10,UK,Central,Operations,14,14.59,-0.59,104838.38,113109.4,-8271.02
2024-10,UK,Central,Sales,12,12.52,-0.52,78355.37,79133.04,-777.67
2024-10,UK,Central,Technology,8,7.78,0.22,58311.99,62755.57,-4443.58
2024-10,UK,East,G&A,4,4.07,-0.07,34032.23,35383.1,-1350.87
2024-10,UK,East,Marketing,6,6.36,-0.36,39961.5,40435.28,-473.78
2024-10,UK,East,Operations,13,14.12,-1.12,90919.65,96173.96,-5254.31
2024-10,UK,East,Sales,10,10.41,-0.41,73190.78,76837.39,-3646.61
2024-10,UK,East,Technology,9,9.44,-0.44,64500.78,68334.85,-3834.07
2024-10,UK,International,G&A,4,4.34,-0.34,28508.54,29472.16,-963.62
2024-10,UK,International,Marketing,5,5.29,-0.29,30915.5,32397.04,-1481.54
2024-10,UK,International,Operations,13,12.97,0.03,80892.52,79005.27,1887.25
2024-10,UK,International,Sales,9,9.26,-0.26,49321.18,50976.52,-1655.34
2024-10,UK,International,Technology,6,6.08,-0.08,45296.36,47111.11,-1814.75
2024-10,UK,West,G&A,5,5.21,-0.21,36245.95,36834.42,-588.47
2024-10,UK,West,Marketing,7,6.99,0.01,53400.47,53327.96,72.51
2024-10,UK,West,Operations,16,16.17,-0.17,109602.07,113538.54,-3936.47
2024-10,UK,West,Sales,13,13.24,-0.24,80528.79,80684.95,-156.16
2024-10,UK,West,Technology,11,11.58,-0.58,82574.62,79460.06,3114.56
2024-10,USA,Central,G&A,7,7.24,-0.24,61049.85,61679.12,-629.27
2024-10,USA,Central,Marketing,11,11.51,-0.51,82175.81,87918.96,-5743.15
2024-10,USA,Central,Operations,21,21.56,-0.56,158071.74,164078.44,-6006.7
2024-10,USA,Central,Sales,17,17.74,-0.74,146409.39,155239.52,-8830.13
2024-10,USA,Central,Technology,15,16.16,-1.16,105706.44,110965.73,-5259.29
2024-10,USA,East,G&A,7,7.18,-0.18,52185.9,52663.9,-478.0
2024-10,USA,East,Marketing,9,9.05,-0.05,63263.01,67559.99,-4296.98
2024-10,USA,East,Operations,22,22.4,-0.4,150545.42,151002.2,-456.78
2024-10,USA,East,Sales,16,16.71,-0.71,118303.86,121285.86,-2982.0
2024-10,USA,East,Technology,14,14.11,-0.11,109276.28,109381.22,-104.94
2024-10,USA,International,G&A,6,6.53,-0.53,42782.64,44786.34,-2003.7
2024-10,USA,International,Marketing,9,9.15,-0.15,65892.75,68246.58,-2353.83
2024-10,USA,International,Operations,18,18.52,-0.52,110638.52,113064.37,-2425.85
2024-10,USA,International,Sales,14,14.24,-0.24,100693.99,108306.07,-7612.08
2024-10,USA,International,Technology,11,11.72,-0.72,77244.47,79919.08,-2674.61
2024-10,USA,West,G&A,8,8.05,-0.05,61066.77,63626.24,-2559.47
2024-10,USA,West,Marketing,11,11.19,-0.19,86388.66,87169.83,-781.17
2024-10,USA,West,Operations,26,26.6,-0.6,160405.41,168458.26,-8052.85
2024-10,USA,West,Sales,20,20.09,-0.09,183802.37,188251.73,-4449.36
2024-10,USA,West,Technology,16,16.49,-0.49,94624.33,94445.93,178.4
2024-11,Canada,Central,G&A,6,6.51,-0.51,39600.26,42271.28,-2671.02
2024-11,Canada,Central,Marketing,7,7.64,-0.64,47179.45,48352.37,-1172.92
2024-11,Canada,Central,Operations,17,16.62,0.38,125768.22,133238.86,-7470.64
2024-11,Canada,Central,Sales,12,12.84,-0.84,96931.16,98811.88,-1880.72
2024-11,Canada,Central,Technology,11,11.56,-0.56,76079.6,82098.11,-6018.51
2024-11,Canada,East,G&A,5,5.08,-0.08,39123.44,39961.04,-837.6
2024-11,Canada,East,Marketing,7,7.35,-0.35,50664.08,51416.48,-752.4
2024-11,Canada,East,Operations,16,16.17,-0.17,126396.72,132458.06,-6061.34
2024-11,Canada,East,Sales,12,12.43,-0.43,76599.04,75155.27,1443.77
2024-11,Canada,East,Technology,10,10.28,-0.28,55276.87,59594.33,-4317.46
2024-11,Canada,International,G&A,4,4.01,-0.01,27750.94,28550.91,-799.97
2024-11,Canada,International,Marketing,6,6.07,-0.07,53661.87,54988.89,-1327.02
2024-11,Canada,International,Operations,13,13.6,-0.6,96201.82,95774.43,427.39
2024-11,Canada,International,Sales,10,10.55,-0.55,66202.17,64251.38,1950.79
2024-11,Canada,International,Technology,8,8.12,-0.12,56376.15,56881.89,-505.74
2024-11,Canada,West,G&A,6,5.94,0.06,43101.9,44983.85,-1881.95
2024-11,Canada,West,Marketing,9,9.08,-0.08,63157.97,65339.55,-2181.58
2024-11,Canada,West,Operations,20,21.01,-1.01,159343.94,150187.77,9156.17
2024-11,Canada,West,Sales,14,14.39,-0.39,77753.41,81642.56,-3889.15
2024-11,Canada,West,Technology,12,12.15,-0.15,91708.83,92155.0,-446.17
2024-11,UK,Central,G&A,5,4.94,0.06,31930.22,34123.9,-2193.68
2024-11,UK,Central,Marketing,6,6.2,-0.2,36628.4,37315.4,-687.0
2024-11,UK,Central,Operations,14,13.87,0.13,76730.8,79433.86,-2703.06
2024-11,UK,Central,Sales,12,12.15,-0.15,68185.48,70466.07,-2280.59
2024-11,UK,Central,Technology,10,10.07,-0.07,72392.76,73382.27,-989.51
2024-11,UK,East,G&A,4,4.06,-0.06,29694.46,29148.21,546.25
2024-11,UK,East,Marketing,6,6.23,-0.23,36700.74,37420.07,-719.33
2024-11,UK,East,Operations,14,14.95,-0.95,117169.68,122599.62,-5429.94
2024-11,UK,East,Sales,10,10.18,-0.18,78958.19,83725.1,-4766.91
